Perijove,Time (UTC),SC Range to Io (km),SC Altitude (km),SC Latitude (deg),SC W Longitude (deg),Subsolar Latitude (deg),Subsolar W Longitude (deg),Sun-Io-SC Angle (deg),JIRAM scale (km/pixel),JunoCAM scale (km/pixel)
PJ62,06/13/2024 16:00:10.518,31135.8269,29319.1058,-70.7478,319.2942,2.9994,228.8221,92.9873,6.9711,19.7230
PJ62,06/13/2024 16:00:11.018,31134.9017,29318.1778,-70.7200,319.2945,2.9994,228.8233,92.9867,6.9709,19.7223
PJ62,06/13/2024 16:00:11.518,31133.9837,29317.2570,-70.6923,319.2948,2.9994,228.8245,92.9862,6.9707,19.7217
PJ62,06/13/2024 16:00:12.018,31133.0731,29316.3435,-70.6645,319.2952,2.9994,228.8257,92.9856,6.9705,19.7211
PJ62,06/13/2024 16:00:12.518,31132.1697,29315.4373,-70.6368,319.2955,2.9994,228.8268,92.9851,6.9702,19.7205
PJ62,06/13/2024 16:00:13.018,31131.2736,29314.5383,-70.6091,319.2958,2.9994,228.8280,92.9845,6.9700,19.7199
PJ62,06/13/2024 16:00:13.518,31130.3849,29313.6467,-70.5813,319.2962,2.9994,228.8292,92.9840,6.9698,19.7193
PJ62,06/13/2024 16:00:14.018,31129.5034,29312.7623,-70.5536,319.2965,2.9994,228.8304,92.9834,6.9696,19.7187
PJ62,06/13/2024 16:00:14.518,31128.6291,29311.8853,-70.5258,319.2969,2.9994,228.8315,92.9829,6.9694,19.7181
PJ62,06/13/2024 16:00:15.018,31127.7622,29311.0155,-70.4981,319.2972,2.9994,228.8327,92.9823,6.9692,19.7175
PJ62,06/13/2024 16:00:15.518,31126.9026,29310.1530,-70.4703,319.2976,2.9994,228.8339,92.9818,6.9690,19.7169
PJ62,06/13/2024 16:00:16.018,31126.0503,29309.2978,-70.4425,319.2979,2.9994,228.8351,92.9812,6.9688,19.7164
PJ62,06/13/2024 16:00:16.518,31125.2052,29308.4499,-70.4148,319.2983,2.9994,228.8363,92.9807,6.9686,19.7158
PJ62,06/13/2024 16:00:17.018,31124.3675,29307.6092,-70.3870,319.2986,2.9994,228.8374,92.9801,6.9684,19.7152
PJ62,06/13/2024 16:00:17.518,31123.5370,29306.7759,-70.3593,319.2990,2.9994,228.8386,92.9796,6.9682,19.7147
PJ62,06/13/2024 16:00:18.018,31122.7139,29305.9498,-70.3315,319.2994,2.9994,228.8398,92.9790,6.9680,19.7141
PJ62,06/13/2024 16:00:18.518,31121.8980,29305.1311,-70.3037,319.2997,2.9994,228.8410,92.9785,6.9678,19.7136
PJ62,06/13/2024 16:00:19.018,31121.0894,29304.3196,-70.2760,319.3001,2.9994,228.8421,92.9779,6.9676,19.7130
PJ62,06/13/2024 16:00:19.518,31120.2881,29303.5154,-70.2482,319.3005,2.9994,228.8433,92.9774,6.9674,19.7125
PJ62,06/13/2024 16:00:20.018,31119.4941,29302.7185,-70.2205,319.3008,2.9994,228.8445,92.9768,6.9672,19.7119
PJ62,06/13/2024 16:00:20.518,31118.7075,29301.9289,-70.1927,319.3012,2.9994,228.8457,92.9762,6.9670,19.7114
PJ62,06/13/2024 16:00:21.018,31117.9281,29301.1466,-70.1649,319.3016,2.9994,228.8468,92.9757,6.9668,19.7109
PJ62,06/13/2024 16:00:21.518,31117.1560,29300.3716,-70.1371,319.3019,2.9994,228.8480,92.9751,6.9667,19.7104
PJ62,06/13/2024 16:00:22.018,31116.3912,29299.6039,-70.1094,319.3023,2.9994,228.8492,92.9746,6.9665,19.7098
PJ62,06/13/2024 16:00:22.518,31115.6337,29298.8435,-70.0816,319.3027,2.9994,228.8504,92.9740,6.9663,19.7093
PJ62,06/13/2024 16:00:23.018,31114.8835,29298.0904,-70.0538,319.3031,2.9994,228.8516,92.9734,6.9661,19.7088
PJ62,06/13/2024 16:00:23.518,31114.1406,29297.3446,-70.0260,319.3035,2.9994,228.8527,92.9729,6.9659,19.7083
PJ62,06/13/2024 16:00:24.018,31113.4050,29296.6061,-69.9983,319.3039,2.9994,228.8539,92.9723,6.9658,19.7078
PJ62,06/13/2024 16:00:24.518,31112.6767,29295.8748,-69.9705,319.3042,2.9994,228.8551,92.9718,6.9656,19.7073
PJ62,06/13/2024 16:00:25.018,31111.9558,29295.1509,-69.9427,319.3046,2.9994,228.8563,92.9712,6.9654,19.7068
PJ62,06/13/2024 16:00:25.518,31111.2421,29294.4343,-69.9149,319.3050,2.9994,228.8574,92.9706,6.9652,19.7064
PJ62,06/13/2024 16:00:26.018,31110.5357,29293.7249,-69.8871,319.3054,2.9994,228.8586,92.9701,6.9651,19.7059
PJ62,06/13/2024 16:00:26.518,31109.8366,29293.0229,-69.8593,319.3058,2.9994,228.8598,92.9695,6.9649,19.7054
PJ62,06/13/2024 16:00:27.018,31109.1448,29292.3282,-69.8316,319.3062,2.9994,228.8610,92.9689,6.9647,19.7049
PJ62,06/13/2024 16:00:27.518,31108.4604,29291.6408,-69.8038,319.3066,2.9994,228.8622,92.9684,6.9646,19.7045
PJ62,06/13/2024 16:00:28.018,31107.7832,29290.9606,-69.7760,319.3070,2.9994,228.8633,92.9678,6.9644,19.7040
PJ62,06/13/2024 16:00:28.518,31107.1133,29290.2878,-69.7482,319.3074,2.9994,228.8645,92.9672,6.9643,19.7036
PJ62,06/13/2024 16:00:29.018,31106.4508,29289.6223,-69.7204,319.3078,2.9994,228.8657,92.9667,6.9641,19.7031
PJ62,06/13/2024 16:00:29.518,31105.7955,29288.9641,-69.6926,319.3083,2.9994,228.8669,92.9661,6.9639,19.7027
PJ62,06/13/2024 16:00:30.018,31105.1476,29288.3131,-69.6648,319.3087,2.9994,228.8680,92.9655,6.9638,19.7022
PJ62,06/13/2024 16:00:30.518,31104.5070,29287.6695,-69.6370,319.3091,2.9994,228.8692,92.9649,6.9636,19.7018
PJ62,06/13/2024 16:00:31.018,31103.8736,29287.0332,-69.6092,319.3095,2.9994,228.8704,92.9644,6.9635,19.7014
PJ62,06/13/2024 16:00:31.518,31103.2476,29286.4042,-69.5814,319.3099,2.9994,228.8716,92.9638,6.9633,19.7010
PJ62,06/13/2024 16:00:32.018,31102.6289,29285.7825,-69.5536,319.3103,2.9994,228.8728,92.9632,6.9632,19.7005
PJ62,06/13/2024 16:00:32.518,31102.0175,29285.1681,-69.5258,319.3108,2.9994,228.8739,92.9626,6.9630,19.7001
PJ62,06/13/2024 16:00:33.018,31101.4134,29284.5610,-69.4980,319.3112,2.9994,228.8751,92.9621,6.9629,19.6997
PJ62,06/13/2024 16:00:33.518,31100.8167,29283.9613,-69.4702,319.3116,2.9994,228.8763,92.9615,6.9628,19.6993
PJ62,06/13/2024 16:00:34.018,31100.2272,29283.3688,-69.4424,319.3120,2.9994,228.8775,92.9609,6.9626,19.6989
PJ62,06/13/2024 16:00:34.518,31099.6450,29282.7836,-69.4146,319.3125,2.9994,228.8786,92.9603,6.9625,19.6985
PJ62,06/13/2024 16:00:35.018,31099.0702,29282.2058,-69.3868,319.3129,2.9994,228.8798,92.9598,6.9623,19.6981
PJ62,06/13/2024 16:00:35.518,31098.5026,29281.6352,-69.3590,319.3133,2.9994,228.8810,92.9592,6.9622,19.6978
PJ62,06/13/2024 16:00:36.018,31097.9424,29281.0720,-69.3312,319.3138,2.9994,228.8822,92.9586,6.9621,19.6974
PJ62,06/13/2024 16:00:36.518,31097.3895,29280.5160,-69.3034,319.3142,2.9994,228.8834,92.9580,6.9619,19.6970
PJ62,06/13/2024 16:00:37.018,31096.8439,29279.9674,-69.2756,319.3146,2.9994,228.8845,92.9574,6.9618,19.6966
PJ62,06/13/2024 16:00:37.518,31096.3056,29279.4261,-69.2478,319.3151,2.9994,228.8857,92.9569,6.9617,19.6963
PJ62,06/13/2024 16:00:38.018,31095.7747,29278.8921,-69.2200,319.3155,2.9994,228.8869,92.9563,6.9616,19.6959
PJ62,06/13/2024 16:00:38.518,31095.2510,29278.3654,-69.1922,319.3160,2.9994,228.8881,92.9557,6.9614,19.6956
PJ62,06/13/2024 16:00:39.018,31094.7347,29277.8460,-69.1643,319.3164,2.9994,228.8892,92.9551,6.9613,19.6952
PJ62,06/13/2024 16:00:39.518,31094.2256,29277.3340,-69.1365,319.3169,2.9994,228.8904,92.9545,6.9612,19.6949
PJ62,06/13/2024 16:00:40.018,31093.7239,29276.8292,-69.1087,319.3173,2.9994,228.8916,92.9539,6.9611,19.6945
PJ62,06/13/2024 16:00:40.518,31093.2295,29276.3317,-69.0809,319.3178,2.9994,228.8928,92.9534,6.9609,19.6942
PJ62,06/13/2024 16:00:41.018,31092.7424,29275.8416,-69.0531,319.3182,2.9994,228.8940,92.9528,6.9608,19.6939
PJ62,06/13/2024 16:00:41.518,31092.2627,29275.3588,-69.0253,319.3187,2.9994,228.8951,92.9522,6.9607,19.6935
PJ62,06/13/2024 16:00:42.018,31091.7902,29274.8833,-68.9975,319.3191,2.9994,228.8963,92.9516,6.9606,19.6932
PJ62,06/13/2024 16:00:42.518,31091.3251,29274.4151,-68.9696,319.3196,2.9994,228.8975,92.9510,6.9605,19.6929
PJ62,06/13/2024 16:00:43.018,31090.8673,29273.9542,-68.9418,319.3200,2.9994,228.8987,92.9504,6.9604,19.6926
PJ62,06/13/2024 16:00:43.518,31090.4168,29273.5006,-68.9140,319.3205,2.9994,228.8998,92.9498,6.9603,19.6923
PJ62,06/13/2024 16:00:44.018,31089.9736,29273.0544,-68.8862,319.3210,2.9994,228.9010,92.9492,6.9602,19.6920
PJ62,06/13/2024 16:00:44.518,31089.5378,29272.6155,-68.8584,319.3214,2.9994,228.9022,92.9486,6.9601,19.6917
PJ62,06/13/2024 16:00:45.018,31089.1092,29272.1838,-68.8305,319.3219,2.9994,228.9034,92.9480,6.9600,19.6914
PJ62,06/13/2024 16:00:45.518,31088.6880,29271.7595,-68.8027,319.3224,2.9994,228.9046,92.9475,6.9599,19.6911
PJ62,06/13/2024 16:00:46.018,31088.2741,29271.3425,-68.7749,319.3229,2.9994,228.9057,92.9469,6.9598,19.6908
PJ62,06/13/2024 16:00:46.518,31087.8675,29270.9329,-68.7471,319.3233,2.9994,228.9069,92.9463,6.9597,19.6906
PJ62,06/13/2024 16:00:47.018,31087.4683,29270.5305,-68.7192,319.3238,2.9994,228.9081,92.9457,6.9596,19.6903
PJ62,06/13/2024 16:00:47.518,31087.0763,29270.1355,-68.6914,319.3243,2.9994,228.9093,92.9451,6.9595,19.6900
PJ62,06/13/2024 16:00:48.018,31086.6917,29269.7478,-68.6636,319.3248,2.9994,228.9104,92.9445,6.9594,19.6898
PJ62,06/13/2024 16:00:48.518,31086.3144,29269.3673,-68.6357,319.3252,2.9994,228.9116,92.9439,6.9593,19.6895
PJ62,06/13/2024 16:00:49.018,31085.9444,29268.9943,-68.6079,319.3257,2.9994,228.9128,92.9433,6.9592,19.6893
PJ62,06/13/2024 16:00:49.518,31085.5818,29268.6285,-68.5801,319.3262,2.9994,228.9140,92.9427,6.9591,19.6890
PJ62,06/13/2024 16:00:50.018,31085.2264,29268.2700,-68.5523,319.3267,2.9994,228.9151,92.9421,6.9590,19.6888
PJ62,06/13/2024 16:00:50.518,31084.8784,29267.9189,-68.5244,319.3272,2.9994,228.9163,92.9415,6.9589,19.6885
PJ62,06/13/2024 16:00:51.018,31084.5377,29267.5751,-68.4966,319.3277,2.9994,228.9175,92.9409,6.9589,19.6883
PJ62,06/13/2024 16:00:51.518,31084.2044,29267.2386,-68.4688,319.3282,2.9994,228.9187,92.9403,6.9588,19.6881
PJ62,06/13/2024 16:00:52.018,31083.8783,29266.9094,-68.4409,319.3287,2.9994,228.9199,92.9397,6.9587,19.6878
PJ62,06/13/2024 16:00:52.518,31083.5596,29266.5876,-68.4131,319.3291,2.9994,228.9210,92.9391,6.9586,19.6876
PJ62,06/13/2024 16:00:53.018,31083.2482,29266.2730,-68.3853,319.3296,2.9994,228.9222,92.9385,6.9586,19.6874
PJ62,06/13/2024 16:00:53.518,31082.9441,29265.9658,-68.3574,319.3301,2.9994,228.9234,92.9379,6.9585,19.6872
PJ62,06/13/2024 16:00:54.018,31082.6474,29265.6659,-68.3296,319.3306,2.9994,228.9246,92.9373,6.9584,19.6870
PJ62,06/13/2024 16:00:54.518,31082.3579,29265.3733,-68.3018,319.3311,2.9994,228.9257,92.9367,6.9583,19.6868
PJ62,06/13/2024 16:00:55.018,31082.0758,29265.0881,-68.2739,319.3316,2.9994,228.9269,92.9361,6.9583,19.6866
PJ62,06/13/2024 16:00:55.518,31081.8010,29264.8101,-68.2461,319.3321,2.9994,228.9281,92.9354,6.9582,19.6864
PJ62,06/13/2024 16:00:56.018,31081.5336,29264.5395,-68.2183,319.3327,2.9994,228.9293,92.9348,6.9581,19.6863
PJ62,06/13/2024 16:00:56.518,31081.2735,29264.2762,-68.1904,319.3332,2.9994,228.9305,92.9342,6.9581,19.6861
PJ62,06/13/2024 16:00:57.018,31081.0207,29264.0203,-68.1626,319.3337,2.9994,228.9316,92.9336,6.9580,19.6859
PJ62,06/13/2024 16:00:57.518,31080.7752,29263.7716,-68.1347,319.3342,2.9994,228.9328,92.9330,6.9580,19.6857
PJ62,06/13/2024 16:00:58.018,31080.5370,29263.5303,-68.1069,319.3347,2.9994,228.9340,92.9324,6.9579,19.6856
PJ62,06/13/2024 16:00:58.518,31080.3062,29263.2963,-68.0791,319.3352,2.9994,228.9352,92.9318,6.9578,19.6854
PJ62,06/13/2024 16:00:59.018,31080.0827,29263.0696,-68.0512,319.3357,2.9994,228.9363,92.9312,6.9578,19.6853
PJ62,06/13/2024 16:00:59.518,31079.8665,29262.8503,-68.0234,319.3362,2.9994,228.9375,92.9306,6.9577,19.6851
PJ62,06/13/2024 16:01:00.018,31079.6576,29262.6382,-67.9955,319.3368,2.9994,228.9387,92.9300,6.9577,19.6850
PJ62,06/13/2024 16:01:00.518,31079.4561,29262.4335,-67.9677,319.3373,2.9994,228.9399,92.9293,6.9576,19.6848
PJ62,06/13/2024 16:01:01.018,31079.2619,29262.2361,-67.9399,319.3378,2.9994,228.9411,92.9287,6.9576,19.6847
PJ62,06/13/2024 16:01:01.518,31079.0750,29262.0460,-67.9120,319.3383,2.9994,228.9422,92.9281,6.9575,19.6846
PJ62,06/13/2024 16:01:02.018,31078.8955,29261.8633,-67.8842,319.3389,2.9994,228.9434,92.9275,6.9575,19.6845
PJ62,06/13/2024 16:01:02.518,31078.7233,29261.6879,-67.8563,319.3394,2.9994,228.9446,92.9269,6.9575,19.6843
PJ62,06/13/2024 16:01:03.018,31078.5584,29261.5198,-67.8285,319.3399,2.9994,228.9458,92.9263,6.9574,19.6842
PJ62,06/13/2024 16:01:03.518,31078.4008,29261.3590,-67.8006,319.3404,2.9994,228.9469,92.9256,6.9574,19.6841
PJ62,06/13/2024 16:01:04.018,31078.2506,29261.2056,-67.7728,319.3410,2.9994,228.9481,92.9250,6.9573,19.6840
PJ62,06/13/2024 16:01:04.518,31078.1077,29261.0594,-67.7450,319.3415,2.9994,228.9493,92.9244,6.9573,19.6839
PJ62,06/13/2024 16:01:05.018,31077.9721,29260.9206,-67.7171,319.3420,2.9994,228.9505,92.9238,6.9573,19.6838
PJ62,06/13/2024 16:01:05.518,31077.8438,29260.7891,-67.6893,319.3426,2.9994,228.9517,92.9232,6.9573,19.6837
PJ62,06/13/2024 16:01:06.018,31077.7229,29260.6650,-67.6614,319.3431,2.9994,228.9528,92.9225,6.9572,19.6836
PJ62,06/13/2024 16:01:06.518,31077.6093,29260.5482,-67.6336,319.3437,2.9994,228.9540,92.9219,6.9572,19.6836
PJ62,06/13/2024 16:01:07.018,31077.5030,29260.4387,-67.6057,319.3442,2.9994,228.9552,92.9213,6.9572,19.6835
PJ62,06/13/2024 16:01:07.518,31077.4041,29260.3365,-67.5779,319.3447,2.9994,228.9564,92.9207,6.9571,19.6834
PJ62,06/13/2024 16:01:08.018,31077.3124,29260.2416,-67.5500,319.3453,2.9994,228.9575,92.9201,6.9571,19.6834
PJ62,06/13/2024 16:01:08.518,31077.2282,29260.1541,-67.5222,319.3458,2.9994,228.9587,92.9194,6.9571,19.6833
PJ62,06/13/2024 16:01:09.018,31077.1512,29260.0739,-67.4944,319.3464,2.9994,228.9599,92.9188,6.9571,19.6833
PJ62,06/13/2024 16:01:09.518,31077.0816,29260.0010,-67.4665,319.3469,2.9994,228.9611,92.9182,6.9571,19.6832
PJ62,06/13/2024 16:01:10.018,31077.0193,29259.9354,-67.4387,319.3475,2.9994,228.9623,92.9175,6.9570,19.6832
PJ62,06/13/2024 16:01:10.518,31076.9643,29259.8772,-67.4108,319.3480,2.9994,228.9634,92.9169,6.9570,19.6831
PJ62,06/13/2024 16:01:11.018,31076.9166,29259.8263,-67.3830,319.3486,2.9994,228.9646,92.9163,6.9570,19.6831
PJ62,06/13/2024 16:01:11.518,31076.8763,29259.7827,-67.3551,319.3491,2.9994,228.9658,92.9157,6.9570,19.6831
PJ62,06/13/2024 16:01:12.018,31076.8433,29259.7465,-67.3273,319.3497,2.9994,228.9670,92.9150,6.9570,19.6830
PJ62,06/13/2024 16:01:12.518,31076.8176,29259.7175,-67.2994,319.3503,2.9994,228.9681,92.9144,6.9570,19.6830
PJ62,06/13/2024 16:01:13.018,31076.7993,29259.6959,-67.2716,319.3508,2.9994,228.9693,92.9138,6.9570,19.6830
PJ62,06/13/2024 16:01:13.518,31076.7883,29259.6816,-67.2437,319.3514,2.9994,228.9705,92.9131,6.9570,19.6830
PJ62,06/13/2024 16:01:14.018,31076.7846,29259.6747,-67.2159,319.3519,2.9994,228.9717,92.9125,6.9570,19.6830
PJ62,06/13/2024 16:01:14.518,31076.7883,29259.6751,-67.1880,319.3525,2.9994,228.9728,92.9119,6.9570,19.6830
PJ62,06/13/2024 16:01:15.018,31076.7993,29259.6828,-67.1602,319.3531,2.9994,228.9740,92.9112,6.9570,19.6830
PJ62,06/13/2024 16:01:15.518,31076.8176,29259.6978,-67.1324,319.3536,2.9994,228.9752,92.9106,6.9570,19.6830
PJ62,06/13/2024 16:01:16.018,31076.8432,29259.7201,-67.1045,319.3542,2.9994,228.9764,92.9100,6.9570,19.6830
PJ62,06/13/2024 16:01:16.518,31076.8762,29259.7498,-67.0767,319.3548,2.9994,228.9776,92.9093,6.9570,19.6830
PJ62,06/13/2024 16:01:17.018,31076.9165,29259.7868,-67.0488,319.3553,2.9994,228.9787,92.9087,6.9570,19.6831
PJ62,06/13/2024 16:01:17.518,31076.9641,29259.8311,-67.0210,319.3559,2.9994,228.9799,92.9081,6.9570,19.6831
PJ62,06/13/2024 16:01:18.018,31077.0190,29259.8828,-66.9931,319.3565,2.9994,228.9811,92.9074,6.9570,19.6831
PJ62,06/13/2024 16:01:18.518,31077.0813,29259.9417,-66.9653,319.3571,2.9994,228.9823,92.9068,6.9570,19.6832
PJ62,06/13/2024 16:01:19.018,31077.1509,29260.0080,-66.9374,319.3576,2.9994,228.9834,92.9061,6.9571,19.6832
PJ62,06/13/2024 16:01:19.518,31077.2278,29260.0817,-66.9096,319.3582,2.9994,228.9846,92.9055,6.9571,19.6833
PJ62,06/13/2024 16:01:20.018,31077.3121,29260.1626,-66.8817,319.3588,2.9994,228.9858,92.9049,6.9571,19.6833
PJ62,06/13/2024 16:01:20.518,31077.4037,29260.2509,-66.8539,319.3594,2.9994,228.9870,92.9042,6.9571,19.6834
PJ62,06/13/2024 16:01:21.018,31077.5026,29260.3465,-66.8260,319.3600,2.9994,228.9882,92.9036,6.9571,19.6834
PJ62,06/13/2024 16:01:21.518,31077.6089,29260.4494,-66.7982,319.3605,2.9994,228.9893,92.9029,6.9572,19.6835
PJ62,06/13/2024 16:01:22.018,31077.7224,29260.5597,-66.7704,319.3611,2.9994,228.9905,92.9023,6.9572,19.6836
PJ62,06/13/2024 16:01:22.518,31077.8433,29260.6772,-66.7425,319.3617,2.9994,228.9917,92.9017,6.9572,19.6837
PJ62,06/13/2024 16:01:23.018,31077.9716,29260.8021,-66.7147,319.3623,2.9994,228.9929,92.9010,6.9573,19.6837
PJ62,06/13/2024 16:01:23.518,31078.1071,29260.9344,-66.6868,319.3629,2.9994,228.9940,92.9004,6.9573,19.6838
PJ62,06/13/2024 16:01:24.018,31078.2500,29261.0739,-66.6590,319.3635,2.9994,228.9952,92.8997,6.9573,19.6839
PJ62,06/13/2024 16:01:24.518,31078.4002,29261.2208,-66.6311,319.3641,2.9994,228.9964,92.8991,6.9574,19.6840
PJ62,06/13/2024 16:01:25.018,31078.5578,29261.3750,-66.6033,319.3647,2.9994,228.9976,92.8984,6.9574,19.6841
PJ62,06/13/2024 16:01:25.518,31078.7227,29261.5365,-66.5754,319.3653,2.9994,228.9988,92.8978,6.9574,19.6842
PJ62,06/13/2024 16:01:26.018,31078.8949,29261.7053,-66.5476,319.3659,2.9994,228.9999,92.8971,6.9575,19.6843
PJ62,06/13/2024 16:01:26.518,31079.0744,29261.8815,-66.5198,319.3665,2.9994,229.0011,92.8965,6.9575,19.6845
PJ62,06/13/2024 16:01:27.018,31079.2612,29262.0650,-66.4919,319.3671,2.9994,229.0023,92.8958,6.9576,19.6846
PJ62,06/13/2024 16:01:27.518,31079.4554,29262.2558,-66.4641,319.3677,2.9994,229.0035,92.8952,6.9576,19.6847
PJ62,06/13/2024 16:01:28.018,31079.6569,29262.4540,-66.4362,319.3683,2.9994,229.0046,92.8945,6.9576,19.6849
PJ62,06/13/2024 16:01:28.518,31079.8658,29262.6594,-66.4084,319.3689,2.9994,229.0058,92.8939,6.9577,19.6850
PJ62,06/13/2024 16:01:29.018,31080.0819,29262.8722,-66.3806,319.3695,2.9994,229.0070,92.8932,6.9577,19.6851
PJ62,06/13/2024 16:01:29.518,31080.3054,29263.0924,-66.3527,319.3701,2.9994,229.0082,92.8926,6.9578,19.6853
PJ62,06/13/2024 16:01:30.018,31080.5362,29263.3198,-66.3249,319.3707,2.9994,229.0094,92.8919,6.9579,19.6854
PJ62,06/13/2024 16:01:30.518,31080.7744,29263.5546,-66.2970,319.3713,2.9994,229.0105,92.8913,6.9579,19.6856
PJ62,06/13/2024 16:01:31.018,31081.0198,29263.7966,-66.2692,319.3719,2.9994,229.0117,92.8906,6.9580,19.6858
PJ62,06/13/2024 16:01:31.518,31081.2726,29264.0460,-66.2414,319.3725,2.9994,229.0129,92.8900,6.9580,19.6859
PJ62,06/13/2024 16:01:32.018,31081.5328,29264.3028,-66.2135,319.3731,2.9994,229.0141,92.8893,6.9581,19.6861
PJ62,06/13/2024 16:01:32.518,31081.8002,29264.5668,-66.1857,319.3737,2.9994,229.0152,92.8886,6.9581,19.6863
PJ62,06/13/2024 16:01:33.018,31082.0750,29264.8382,-66.1578,319.3743,2.9994,229.0164,92.8880,6.9582,19.6865
PJ62,06/13/2024 16:01:33.518,31082.3571,29265.1169,-66.1300,319.3750,2.9994,229.0176,92.8873,6.9583,19.6866
PJ62,06/13/2024 16:01:34.018,31082.6465,29265.4029,-66.1022,319.3756,2.9994,229.0188,92.8867,6.9583,19.6868
PJ62,06/13/2024 16:01:34.518,31082.9432,29265.6963,-66.0743,319.3762,2.9994,229.0200,92.8860,6.9584,19.6870
PJ62,06/13/2024 16:01:35.018,31083.2473,29265.9969,-66.0465,319.3768,2.9994,229.0211,92.8853,6.9585,19.6872
PJ62,06/13/2024 16:01:35.518,31083.5587,29266.3049,-66.0187,319.3774,2.9994,229.0223,92.8847,6.9586,19.6874
PJ62,06/13/2024 16:01:36.018,31083.8774,29266.6202,-65.9908,319.3781,2.9994,229.0235,92.8840,6.9586,19.6877
PJ62,06/13/2024 16:01:36.518,31084.2035,29266.9428,-65.9630,319.3787,2.9994,229.0247,92.8834,6.9587,19.6879
PJ62,06/13/2024 16:01:37.018,31084.5368,29267.2728,-65.9352,319.3793,2.9994,229.0258,92.8827,6.9588,19.6881
PJ62,06/13/2024 16:01:37.518,31084.8775,29267.6101,-65.9073,319.3799,2.9994,229.0270,92.8820,6.9589,19.6883
PJ62,06/13/2024 16:01:38.018,31085.2256,29267.9547,-65.8795,319.3806,2.9994,229.0282,92.8814,6.9590,19.6886
PJ62,06/13/2024 16:01:38.518,31085.5809,29268.3066,-65.8517,319.3812,2.9994,229.0294,92.8807,6.9590,19.6888
PJ62,06/13/2024 16:01:39.018,31085.9436,29268.6658,-65.8238,319.3818,2.9994,229.0306,92.8800,6.9591,19.6890
PJ62,06/13/2024 16:01:39.518,31086.3135,29269.0323,-65.7960,319.3824,2.9994,229.0317,92.8794,6.9592,19.6893
PJ62,06/13/2024 16:01:40.018,31086.6908,29269.4062,-65.7682,319.3831,2.9994,229.0329,92.8787,6.9593,19.6895
PJ62,06/13/2024 16:01:40.518,31087.0755,29269.7874,-65.7403,319.3837,2.9994,229.0341,92.8780,6.9594,19.6898
PJ62,06/13/2024 16:01:41.018,31087.4674,29270.1759,-65.7125,319.3843,2.9994,229.0353,92.8774,6.9595,19.6900
PJ62,06/13/2024 16:01:41.518,31087.8667,29270.5717,-65.6847,319.3850,2.9994,229.0364,92.8767,6.9596,19.6903
PJ62,06/13/2024 16:01:42.018,31088.2733,29270.9749,-65.6569,319.3856,2.9994,229.0376,92.8760,6.9597,19.6906
PJ62,06/13/2024 16:01:42.518,31088.6872,29271.3854,-65.6290,319.3863,2.9994,229.0388,92.8754,6.9598,19.6909
PJ62,06/13/2024 16:01:43.018,31089.1085,29271.8031,-65.6012,319.3869,2.9994,229.0400,92.8747,6.9599,19.6911
PJ62,06/13/2024 16:01:43.518,31089.5370,29272.2282,-65.5734,319.3875,2.9994,229.0411,92.8740,6.9600,19.6914
PJ62,06/13/2024 16:01:44.018,31089.9729,29272.6607,-65.5456,319.3882,2.9994,229.0423,92.8734,6.9601,19.6917
PJ62,06/13/2024 16:01:44.518,31090.4161,29273.1004,-65.5177,319.3888,2.9994,229.0435,92.8727,6.9602,19.6920
PJ62,06/13/2024 16:01:45.018,31090.8666,29273.5474,-65.4899,319.3895,2.9994,229.0447,92.8720,6.9603,19.6923
PJ62,06/13/2024 16:01:45.518,31091.3244,29274.0018,-65.4621,319.3901,2.9994,229.0459,92.8713,6.9604,19.6926
PJ62,06/13/2024 16:01:46.018,31091.7896,29274.4635,-65.4343,319.3907,2.9994,229.0470,92.8707,6.9605,19.6929
PJ62,06/13/2024 16:01:46.518,31092.2621,29274.9325,-65.4064,319.3914,2.9994,229.0482,92.8700,6.9606,19.6932
PJ62,06/13/2024 16:01:47.018,31092.7419,29275.4088,-65.3786,319.3920,2.9994,229.0494,92.8693,6.9607,19.6936
PJ62,06/13/2024 16:01:47.518,31093.2290,29275.8924,-65.3508,319.3927,2.9994,229.0506,92.8686,6.9608,19.6939
PJ62,06/13/2024 16:01:48.018,31093.7234,29276.3834,-65.3230,319.3933,2.9994,229.0517,92.8680,6.9610,19.6942
PJ62,06/13/2024 16:01:48.518,31094.2252,29276.8816,-65.2952,319.3940,2.9994,229.0529,92.8673,6.9611,19.6946
PJ62,06/13/2024 16:01:49.018,31094.7342,29277.3872,-65.2674,319.3947,2.9994,229.0541,92.8666,6.9612,19.6949
PJ62,06/13/2024 16:01:49.518,31095.2506,29277.9001,-65.2395,319.3953,2.9994,229.0553,92.8659,6.9613,19.6952
PJ62,06/13/2024 16:01:50.018,31095.7743,29278.4203,-65.2117,319.3960,2.9994,229.0565,92.8652,6.9614,19.6956
PJ62,06/13/2024 16:01:50.518,31096.3053,29278.9478,-65.1839,319.3966,2.9994,229.0576,92.8646,6.9616,19.6959
PJ62,06/13/2024 16:01:51.018,31096.8437,29279.4827,-65.1561,319.3973,2.9994,229.0588,92.8639,6.9617,19.6963
PJ62,06/13/2024 16:01:51.518,31097.3893,29280.0248,-65.1283,319.3979,2.9994,229.0600,92.8632,6.9618,19.6967
PJ62,06/13/2024 16:01:52.018,31097.9423,29280.5742,-65.1005,319.3986,2.9994,229.0612,92.8625,6.9620,19.6970
