Perijove,Time (UTC),SC Range to Io (km),SC Altitude (km),SC Latitude (deg),SC W Longitude (deg),Subsolar Latitude (deg),Subsolar W Longitude (deg),Sun-Io-SC Angle (deg),JIRAM scale (km/pixel),JunoCAM scale (km/pixel)
PJ62,06/13/2024 15:51:52.017,35402.2627,33586.4731,-84.1323,135.6962,2.9994,227.6480,93.1833,7.9858,22.5936
PJ62,06/13/2024 15:51:52.517,35395.0407,33579.2517,-84.1537,135.6905,2.9994,227.6492,93.1834,7.9840,22.5888
PJ62,06/13/2024 15:51:53.017,35387.8237,33572.0353,-84.1752,135.6847,2.9994,227.6504,93.1835,7.9823,22.5839
PJ62,06/13/2024 15:51:53.517,35380.6116,33564.8239,-84.1967,135.6788,2.9994,227.6516,93.1836,7.9806,22.5791
PJ62,06/13/2024 15:51:54.017,35373.4044,33557.6174,-84.2181,135.6729,2.9994,227.6528,93.1837,7.9789,22.5742
PJ62,06/13/2024 15:51:54.517,35366.2023,33550.4159,-84.2396,135.6670,2.9994,227.6539,93.1838,7.9772,22.5694
PJ62,06/13/2024 15:51:55.017,35359.0050,33543.2194,-84.2611,135.6609,2.9994,227.6551,93.1839,7.9755,22.5645
PJ62,06/13/2024 15:51:55.517,35351.8128,33536.0278,-84.2826,135.6549,2.9994,227.6563,93.1840,7.9738,22.5597
PJ62,06/13/2024 15:51:56.017,35344.6255,33528.8411,-84.3041,135.6487,2.9994,227.6575,93.1841,7.9721,22.5549
PJ62,06/13/2024 15:51:56.517,35337.4432,33521.6595,-84.3256,135.6425,2.9994,227.6586,93.1841,7.9703,22.5500
PJ62,06/13/2024 15:51:57.017,35330.2659,33514.4828,-84.3472,135.6363,2.9994,227.6598,93.1842,7.9686,22.5452
PJ62,06/13/2024 15:51:57.517,35323.0935,33507.3111,-84.3687,135.6300,2.9994,227.6610,93.1843,7.9669,22.5404
PJ62,06/13/2024 15:51:58.017,35315.9261,33500.1444,-84.3902,135.6236,2.9994,227.6622,93.1844,7.9652,22.5355
PJ62,06/13/2024 15:51:58.517,35308.7638,33492.9826,-84.4118,135.6172,2.9994,227.6633,93.1845,7.9635,22.5307
PJ62,06/13/2024 15:51:59.017,35301.6064,33485.8259,-84.4333,135.6107,2.9994,227.6645,93.1846,7.9618,22.5259
PJ62,06/13/2024 15:51:59.517,35294.4540,33478.6741,-84.4549,135.6041,2.9994,227.6657,93.1847,7.9601,22.5211
PJ62,06/13/2024 15:52:00.017,35287.3065,33471.5273,-84.4765,135.5975,2.9994,227.6669,93.1848,7.9584,22.5163
PJ62,06/13/2024 15:52:00.517,35280.1641,33464.3856,-84.4981,135.5908,2.9994,227.6681,93.1849,7.9567,22.5115
PJ62,06/13/2024 15:52:01.017,35273.0267,33457.2488,-84.5197,135.5841,2.9994,227.6692,93.1849,7.9550,22.5067
PJ62,06/13/2024 15:52:01.517,35265.8943,33450.1170,-84.5413,135.5772,2.9994,227.6704,93.1850,7.9533,22.5019
PJ62,06/13/2024 15:52:02.017,35258.7669,33442.9902,-84.5629,135.5704,2.9994,227.6716,93.1851,7.9516,22.4971
PJ62,06/13/2024 15:52:02.517,35251.6445,33435.8685,-84.5845,135.5634,2.9994,227.6728,93.1852,7.9499,22.4923
PJ62,06/13/2024 15:52:03.017,35244.5271,33428.7517,-84.6061,135.5564,2.9994,227.6739,93.1853,7.9483,22.4875
PJ62,06/13/2024 15:52:03.517,35237.4148,33421.6400,-84.6278,135.5493,2.9994,227.6751,93.1854,7.9466,22.4827
PJ62,06/13/2024 15:52:04.017,35230.3074,33414.5332,-84.6494,135.5421,2.9994,227.6763,93.1854,7.9449,22.4780
PJ62,06/13/2024 15:52:04.517,35223.2051,33407.4315,-84.6711,135.5349,2.9994,227.6775,93.1855,7.9432,22.4732
PJ62,06/13/2024 15:52:05.017,35216.1078,33400.3348,-84.6927,135.5276,2.9994,227.6787,93.1856,7.9415,22.4684
PJ62,06/13/2024 15:52:05.517,35209.0155,33393.2432,-84.7144,135.5202,2.9994,227.6798,93.1857,7.9398,22.4636
PJ62,06/13/2024 15:52:06.017,35201.9283,33386.1565,-84.7361,135.5128,2.9994,227.6810,93.1858,7.9381,22.4589
PJ62,06/13/2024 15:52:06.517,35194.8461,33379.0749,-84.7578,135.5053,2.9994,227.6822,93.1859,7.9364,22.4541
PJ62,06/13/2024 15:52:07.017,35187.7689,33371.9984,-84.7795,135.4977,2.9994,227.6834,93.1859,7.9348,22.4493
PJ62,06/13/2024 15:52:07.517,35180.6968,33364.9269,-84.8012,135.4900,2.9994,227.6845,93.1860,7.9331,22.4446
PJ62,06/13/2024 15:52:08.017,35173.6297,33357.8604,-84.8229,135.4823,2.9994,227.6857,93.1861,7.9314,22.4398
PJ62,06/13/2024 15:52:08.517,35166.5676,33350.7989,-84.8446,135.4744,2.9994,227.6869,93.1862,7.9297,22.4351
PJ62,06/13/2024 15:52:09.017,35159.5106,33343.7425,-84.8663,135.4665,2.9994,227.6881,93.1863,7.9280,22.4303
PJ62,06/13/2024 15:52:09.517,35152.4587,33336.6912,-84.8881,135.4585,2.9994,227.6893,93.1863,7.9264,22.4256
PJ62,06/13/2024 15:52:10.017,35145.4118,33329.6449,-84.9098,135.4505,2.9994,227.6904,93.1864,7.9247,22.4209
PJ62,06/13/2024 15:52:10.517,35138.3700,33322.6036,-84.9316,135.4423,2.9994,227.6916,93.1865,7.9230,22.4161
PJ62,06/13/2024 15:52:11.017,35131.3332,33315.5675,-84.9534,135.4341,2.9994,227.6928,93.1866,7.9213,22.4114
PJ62,06/13/2024 15:52:11.517,35124.3015,33308.5363,-84.9751,135.4257,2.9994,227.6940,93.1866,7.9197,22.4067
PJ62,06/13/2024 15:52:12.017,35117.2749,33301.5103,-84.9969,135.4173,2.9994,227.6951,93.1867,7.9180,22.4019
PJ62,06/13/2024 15:52:12.517,35110.2533,33294.4893,-85.0187,135.4088,2.9994,227.6963,93.1868,7.9163,22.3972
PJ62,06/13/2024 15:52:13.017,35103.2368,33287.4734,-85.0405,135.4002,2.9994,227.6975,93.1869,7.9147,22.3925
PJ62,06/13/2024 15:52:13.517,35096.2254,33280.4626,-85.0623,135.3916,2.9994,227.6987,93.1869,7.9130,22.3878
PJ62,06/13/2024 15:52:14.017,35089.2191,33273.4568,-85.0841,135.3828,2.9994,227.6999,93.1870,7.9113,22.3831
PJ62,06/13/2024 15:52:14.517,35082.2178,33266.4561,-85.1060,135.3739,2.9994,227.7010,93.1871,7.9097,22.3783
PJ62,06/13/2024 15:52:15.017,35075.2217,33259.4605,-85.1278,135.3650,2.9994,227.7022,93.1872,7.9080,22.3736
PJ62,06/13/2024 15:52:15.517,35068.2306,33252.4700,-85.1496,135.3559,2.9994,227.7034,93.1872,7.9063,22.3689
PJ62,06/13/2024 15:52:16.017,35061.2446,33245.4846,-85.1715,135.3468,2.9994,227.7046,93.1873,7.9047,22.3642
PJ62,06/13/2024 15:52:16.517,35054.2637,33238.5043,-85.1934,135.3376,2.9994,227.7057,93.1874,7.9030,22.3595
PJ62,06/13/2024 15:52:17.017,35047.2879,33231.5290,-85.2152,135.3282,2.9994,227.7069,93.1875,7.9014,22.3548
PJ62,06/13/2024 15:52:17.517,35040.3172,33224.5589,-85.2371,135.3188,2.9994,227.7081,93.1875,7.8997,22.3502
PJ62,06/13/2024 15:52:18.017,35033.3516,33217.5939,-85.2590,135.3092,2.9994,227.7093,93.1876,7.8980,22.3455
PJ62,06/13/2024 15:52:18.517,35026.3911,33210.6339,-85.2809,135.2996,2.9994,227.7105,93.1877,7.8964,22.3408
PJ62,06/13/2024 15:52:19.017,35019.4358,33203.6791,-85.3028,135.2898,2.9994,227.7116,93.1877,7.8947,22.3361
PJ62,06/13/2024 15:52:19.517,35012.4855,33196.7294,-85.3247,135.2800,2.9994,227.7128,93.1878,7.8931,22.3314
PJ62,06/13/2024 15:52:20.017,35005.5404,33189.7848,-85.3466,135.2700,2.9994,227.7140,93.1879,7.8914,22.3268
PJ62,06/13/2024 15:52:20.517,34998.6003,33182.8453,-85.3685,135.2599,2.9994,227.7152,93.1879,7.8898,22.3221
PJ62,06/13/2024 15:52:21.017,34991.6654,33175.9110,-85.3905,135.2497,2.9994,227.7163,93.1880,7.8881,22.3174
PJ62,06/13/2024 15:52:21.517,34984.7357,33168.9817,-85.4124,135.2394,2.9994,227.7175,93.1881,7.8865,22.3128
PJ62,06/13/2024 15:52:22.017,34977.8110,33162.0576,-85.4344,135.2290,2.9994,227.7187,93.1881,7.8848,22.3081
PJ62,06/13/2024 15:52:22.517,34970.8915,33155.1386,-85.4563,135.2185,2.9994,227.7199,93.1882,7.8832,22.3035
PJ62,06/13/2024 15:52:23.017,34963.9771,33148.2248,-85.4783,135.2078,2.9994,227.7211,93.1883,7.8816,22.2988
PJ62,06/13/2024 15:52:23.517,34957.0679,33141.3161,-85.5003,135.1971,2.9994,227.7222,93.1883,7.8799,22.2942
PJ62,06/13/2024 15:52:24.017,34950.1638,33134.4125,-85.5223,135.1862,2.9994,227.7234,93.1884,7.8783,22.2895
PJ62,06/13/2024 15:52:24.517,34943.2648,33127.5140,-85.5443,135.1752,2.9994,227.7246,93.1885,7.8766,22.2849
PJ62,06/13/2024 15:52:25.017,34936.3710,33120.6207,-85.5663,135.1640,2.9994,227.7258,93.1885,7.8750,22.2802
PJ62,06/13/2024 15:52:25.517,34929.4823,33113.7326,-85.5883,135.1528,2.9994,227.7269,93.1886,7.8734,22.2756
PJ62,06/13/2024 15:52:26.017,34922.5988,33106.8496,-85.6103,135.1414,2.9994,227.7281,93.1887,7.8717,22.2710
PJ62,06/13/2024 15:52:26.517,34915.7205,33099.9718,-85.6323,135.1298,2.9994,227.7293,93.1887,7.8701,22.2664
PJ62,06/13/2024 15:52:27.017,34908.8473,33093.0991,-85.6544,135.1182,2.9994,227.7305,93.1888,7.8684,22.2617
PJ62,06/13/2024 15:52:27.517,34901.9793,33086.2316,-85.6764,135.1064,2.9994,227.7317,93.1889,7.8668,22.2571
PJ62,06/13/2024 15:52:28.017,34895.1164,33079.3692,-85.6985,135.0944,2.9994,227.7328,93.1889,7.8652,22.2525
PJ62,06/13/2024 15:52:28.517,34888.2587,33072.5120,-85.7206,135.0824,2.9994,227.7340,93.1890,7.8636,22.2479
PJ62,06/13/2024 15:52:29.017,34881.4062,33065.6600,-85.7426,135.0701,2.9994,227.7352,93.1890,7.8619,22.2433
PJ62,06/13/2024 15:52:29.517,34874.5588,33058.8131,-85.7647,135.0578,2.9994,227.7364,93.1891,7.8603,22.2387
PJ62,06/13/2024 15:52:30.017,34867.7166,33051.9714,-85.7868,135.0453,2.9994,227.7375,93.1892,7.8587,22.2341
PJ62,06/13/2024 15:52:30.517,34860.8796,33045.1349,-85.8089,135.0326,2.9994,227.7387,93.1892,7.8570,22.2295
PJ62,06/13/2024 15:52:31.017,34854.0478,33038.3036,-85.8310,135.0198,2.9994,227.7399,93.1893,7.8554,22.2249
PJ62,06/13/2024 15:52:31.517,34847.2212,33031.4775,-85.8531,135.0068,2.9994,227.7411,93.1893,7.8538,22.2203
PJ62,06/13/2024 15:52:32.017,34840.3997,33024.6565,-85.8752,134.9937,2.9994,227.7423,93.1894,7.8522,22.2157
PJ62,06/13/2024 15:52:32.517,34833.5835,33017.8408,-85.8974,134.9804,2.9994,227.7434,93.1895,7.8506,22.2111
PJ62,06/13/2024 15:52:33.017,34826.7724,33011.0302,-85.9195,134.9670,2.9994,227.7446,93.1895,7.8489,22.2065
PJ62,06/13/2024 15:52:33.517,34819.9666,33004.2248,-85.9417,134.9534,2.9994,227.7458,93.1896,7.8473,22.2019
PJ62,06/13/2024 15:52:34.017,34813.1659,32997.4246,-85.9638,134.9396,2.9994,227.7470,93.1896,7.8457,22.1974
PJ62,06/13/2024 15:52:34.517,34806.3705,32990.6297,-85.9860,134.9256,2.9994,227.7481,93.1897,7.8441,22.1928
PJ62,06/13/2024 15:52:35.017,34799.5803,32983.8399,-86.0082,134.9115,2.9994,227.7493,93.1897,7.8425,22.1882
PJ62,06/13/2024 15:52:35.517,34792.7952,32977.0554,-86.0303,134.8972,2.9994,227.7505,93.1898,7.8409,22.1837
PJ62,06/13/2024 15:52:36.017,34786.0154,32970.2760,-86.0525,134.8827,2.9994,227.7517,93.1899,7.8392,22.1791
PJ62,06/13/2024 15:52:36.517,34779.2408,32963.5019,-86.0747,134.8681,2.9994,227.7528,93.1899,7.8376,22.1745
PJ62,06/13/2024 15:52:37.017,34772.4715,32956.7330,-86.0969,134.8532,2.9994,227.7540,93.1900,7.8360,22.1700
PJ62,06/13/2024 15:52:37.517,34765.7073,32949.9693,-86.1191,134.8382,2.9994,227.7552,93.1900,7.8344,22.1654
PJ62,06/13/2024 15:52:38.017,34758.9484,32943.2108,-86.1414,134.8230,2.9994,227.7564,93.1901,7.8328,22.1609
PJ62,06/13/2024 15:52:38.517,34752.1947,32936.4576,-86.1636,134.8075,2.9994,227.7576,93.1901,7.8312,22.1564
PJ62,06/13/2024 15:52:39.017,34745.4462,32929.7095,-86.1858,134.7919,2.9994,227.7587,93.1902,7.8296,22.1518
PJ62,06/13/2024 15:52:39.517,34738.7030,32922.9668,-86.2081,134.7761,2.9994,227.7599,93.1902,7.8280,22.1473
PJ62,06/13/2024 15:52:40.017,34731.9650,32916.2292,-86.2303,134.7601,2.9994,227.7611,93.1903,7.8264,22.1427
PJ62,06/13/2024 15:52:40.517,34725.2322,32909.4969,-86.2526,134.7438,2.9994,227.7623,93.1903,7.8248,22.1382
PJ62,06/13/2024 15:52:41.017,34718.5047,32902.7698,-86.2749,134.7273,2.9994,227.7634,93.1904,7.8232,22.1337
PJ62,06/13/2024 15:52:41.517,34711.7825,32896.0480,-86.2972,134.7107,2.9994,227.7646,93.1904,7.8216,22.1292
PJ62,06/13/2024 15:52:42.017,34705.0655,32889.3315,-86.3195,134.6938,2.9994,227.7658,93.1905,7.8200,22.1247
PJ62,06/13/2024 15:52:42.517,34698.3537,32882.6201,-86.3418,134.6766,2.9994,227.7670,93.1905,7.8184,22.1201
PJ62,06/13/2024 15:52:43.017,34691.6472,32875.9141,-86.3641,134.6593,2.9994,227.7682,93.1906,7.8168,22.1156
PJ62,06/13/2024 15:52:43.517,34684.9460,32869.2133,-86.3864,134.6417,2.9994,227.7693,93.1906,7.8152,22.1111
PJ62,06/13/2024 15:52:44.017,34678.2500,32862.5177,-86.4087,134.6238,2.9994,227.7705,93.1907,7.8136,22.1066
PJ62,06/13/2024 15:52:44.517,34671.5593,32855.8274,-86.4310,134.6057,2.9994,227.7717,93.1907,7.8120,22.1021
PJ62,06/13/2024 15:52:45.017,34664.8739,32849.1424,-86.4534,134.5874,2.9994,227.7729,93.1908,7.8104,22.0976
PJ62,06/13/2024 15:52:45.517,34658.1937,32842.4627,-86.4757,134.5688,2.9994,227.7740,93.1908,7.8089,22.0931
PJ62,06/13/2024 15:52:46.017,34651.5188,32835.7882,-86.4981,134.5500,2.9994,227.7752,93.1909,7.8073,22.0886
PJ62,06/13/2024 15:52:46.517,34644.8492,32829.1190,-86.5204,134.5309,2.9994,227.7764,93.1909,7.8057,22.0841
PJ62,06/13/2024 15:52:47.017,34638.1849,32822.4551,-86.5428,134.5115,2.9994,227.7776,93.1909,7.8041,22.0797
PJ62,06/13/2024 15:52:47.517,34631.5258,32815.7964,-86.5652,134.4918,2.9994,227.7788,93.1910,7.8025,22.0752
PJ62,06/13/2024 15:52:48.017,34624.8720,32809.1431,-86.5876,134.4719,2.9994,227.7799,93.1910,7.8009,22.0707
PJ62,06/13/2024 15:52:48.517,34618.2236,32802.4950,-86.6100,134.4517,2.9994,227.7811,93.1911,7.7994,22.0662
PJ62,06/13/2024 15:52:49.017,34611.5804,32795.8522,-86.6324,134.4311,2.9994,227.7823,93.1911,7.7978,22.0618
PJ62,06/13/2024 15:52:49.517,34604.9425,32789.2147,-86.6548,134.4103,2.9994,227.7835,93.1912,7.7962,22.0573
PJ62,06/13/2024 15:52:50.017,34598.3099,32782.5825,-86.6772,134.3892,2.9994,227.7846,93.1912,7.7946,22.0528
PJ62,06/13/2024 15:52:50.517,34591.6826,32775.9557,-86.6996,134.3678,2.9994,227.7858,93.1912,7.7930,22.0484
PJ62,06/13/2024 15:52:51.017,34585.0607,32769.3341,-86.7221,134.3460,2.9994,227.7870,93.1913,7.7915,22.0439
PJ62,06/13/2024 15:52:51.517,34578.4440,32762.7178,-86.7445,134.3239,2.9994,227.7882,93.1913,7.7899,22.0395
PJ62,06/13/2024 15:52:52.017,34571.8327,32756.1068,-86.7670,134.3015,2.9994,227.7894,93.1914,7.7883,22.0350
PJ62,06/13/2024 15:52:52.517,34565.2266,32749.5012,-86.7894,134.2788,2.9994,227.7905,93.1914,7.7868,22.0306
PJ62,06/13/2024 15:52:53.017,34558.6259,32742.9008,-86.8119,134.2557,2.9994,227.7917,93.1914,7.7852,22.0261
PJ62,06/13/2024 15:52:53.517,34552.0305,32736.3058,-86.8344,134.2323,2.9994,227.7929,93.1915,7.7836,22.0217
PJ62,06/13/2024 15:52:54.017,34545.4404,32729.7161,-86.8569,134.2085,2.9994,227.7941,93.1915,7.7820,22.0173
PJ62,06/13/2024 15:52:54.517,34538.8557,32723.1317,-86.8794,134.1843,2.9994,227.7952,93.1916,7.7805,22.0129
PJ62,06/13/2024 15:52:55.017,34532.2762,32716.5527,-86.9019,134.1597,2.9994,227.7964,93.1916,7.7789,22.0084
PJ62,06/13/2024 15:52:55.517,34525.7022,32709.9789,-86.9244,134.1348,2.9994,227.7976,93.1916,7.7774,22.0040
PJ62,06/13/2024 15:52:56.017,34519.1334,32703.4106,-86.9469,134.1095,2.9994,227.7988,93.1917,7.7758,21.9996
PJ62,06/13/2024 15:52:56.517,34512.5700,32696.8475,-86.9694,134.0837,2.9994,227.8000,93.1917,7.7742,21.9952
PJ62,06/13/2024 15:52:57.017,34506.0119,32690.2898,-86.9919,134.0576,2.9994,227.8011,93.1917,7.7727,21.9908
PJ62,06/13/2024 15:52:57.517,34499.4592,32683.7374,-87.0145,134.0310,2.9994,227.8023,93.1918,7.7711,21.9864
PJ62,06/13/2024 15:52:58.017,34492.9118,32677.1904,-87.0370,134.0040,2.9994,227.8035,93.1918,7.7696,21.9819
PJ62,06/13/2024 15:52:58.517,34486.3698,32670.6487,-87.0596,133.9765,2.9994,227.8047,93.1918,7.7680,21.9775
PJ62,06/13/2024 15:52:59.017,34479.8331,32664.1124,-87.0822,133.9486,2.9994,227.8058,93.1919,7.7664,21.9731
PJ62,06/13/2024 15:52:59.517,34473.3018,32657.5814,-87.1047,133.9203,2.9994,227.8070,93.1919,7.7649,21.9688
PJ62,06/13/2024 15:53:00.017,34466.7759,32651.0558,-87.1273,133.8914,2.9994,227.8082,93.1919,7.7633,21.9644
PJ62,06/13/2024 15:53:00.517,34460.2553,32644.5356,-87.1499,133.8621,2.9994,227.8094,93.1920,7.7618,21.9600
PJ62,06/13/2024 15:53:01.017,34453.7401,32638.0207,-87.1725,133.8323,2.9994,227.8106,93.1920,7.7602,21.9556
PJ62,06/13/2024 15:53:01.517,34447.2302,32631.5112,-87.1951,133.8019,2.9994,227.8117,93.1920,7.7587,21.9512
PJ62,06/13/2024 15:53:02.017,34440.7257,32625.0070,-87.2177,133.7711,2.9994,227.8129,93.1921,7.7572,21.9468
PJ62,06/13/2024 15:53:02.517,34434.2266,32618.5083,-87.2403,133.7397,2.9994,227.8141,93.1921,7.7556,21.9425
PJ62,06/13/2024 15:53:03.017,34427.7329,32612.0149,-87.2629,133.7077,2.9994,227.8153,93.1921,7.7541,21.9381
PJ62,06/13/2024 15:53:03.517,34421.2446,32605.5268,-87.2856,133.6752,2.9994,227.8164,93.1921,7.7525,21.9337
PJ62,06/13/2024 15:53:04.017,34414.7616,32599.0442,-87.3082,133.6421,2.9994,227.8176,93.1922,7.7510,21.9294
PJ62,06/13/2024 15:53:04.517,34408.2840,32592.5670,-87.3309,133.6084,2.9994,227.8188,93.1922,7.7494,21.9250
PJ62,06/13/2024 15:53:05.017,34401.8118,32586.0951,-87.3535,133.5741,2.9994,227.8200,93.1922,7.7479,21.9207
PJ62,06/13/2024 15:53:05.517,34395.3451,32579.6286,-87.3762,133.5392,2.9994,227.8212,93.1922,7.7464,21.9163
PJ62,06/13/2024 15:53:06.017,34388.8837,32573.1675,-87.3989,133.5037,2.9994,227.8223,93.1923,7.7448,21.9120
PJ62,06/13/2024 15:53:06.517,34382.4277,32566.7119,-87.4215,133.4674,2.9994,227.8235,93.1923,7.7433,21.9076
PJ62,06/13/2024 15:53:07.017,34375.9771,32560.2616,-87.4442,133.4305,2.9994,227.8247,93.1923,7.7418,21.9033
PJ62,06/13/2024 15:53:07.517,34369.5319,32553.8167,-87.4669,133.3929,2.9994,227.8259,93.1923,7.7402,21.8990
PJ62,06/13/2024 15:53:08.017,34363.0922,32547.3772,-87.4896,133.3546,2.9994,227.8270,93.1924,7.7387,21.8946
PJ62,06/13/2024 15:53:08.517,34356.6578,32540.9432,-87.5123,133.3156,2.9994,227.8282,93.1924,7.7372,21.8903
PJ62,06/13/2024 15:53:09.017,34350.2289,32534.5145,-87.5350,133.2758,2.9994,227.8294,93.1924,7.7356,21.8860
PJ62,06/13/2024 15:53:09.517,34343.8053,32528.0913,-87.5578,133.2352,2.9994,227.8306,93.1924,7.7341,21.8816
PJ62,06/13/2024 15:53:10.017,34337.3872,32521.6735,-87.5805,133.1938,2.9994,227.8318,93.1925,7.7326,21.8773
PJ62,06/13/2024 15:53:10.517,34330.9746,32515.2611,-87.6032,133.1516,2.9994,227.8329,93.1925,7.7311,21.8730
PJ62,06/13/2024 15:53:11.017,34324.5673,32508.8541,-87.6260,133.1085,2.9994,227.8341,93.1925,7.7295,21.8687
PJ62,06/13/2024 15:53:11.517,34318.1655,32502.4526,-87.6487,133.0646,2.9994,227.8353,93.1925,7.7280,21.8644
PJ62,06/13/2024 15:53:12.017,34311.7691,32496.0565,-87.6715,133.0198,2.9994,227.8365,93.1925,7.7265,21.8601
PJ62,06/13/2024 15:53:12.517,34305.3782,32489.6658,-87.6942,132.9740,2.9994,227.8376,93.1926,7.7250,21.8558
PJ62,06/13/2024 15:53:13.017,34298.9927,32483.2806,-87.7170,132.9273,2.9994,227.8388,93.1926,7.7235,21.8515
PJ62,06/13/2024 15:53:13.517,34292.6126,32476.9008,-87.7398,132.8797,2.9994,227.8400,93.1926,7.7219,21.8472
PJ62,06/13/2024 15:53:14.017,34286.2380,32470.5264,-87.7626,132.8310,2.9994,227.8412,93.1926,7.7204,21.8429
PJ62,06/13/2024 15:53:14.517,34279.8688,32464.1575,-87.7854,132.7812,2.9994,227.8423,93.1926,7.7189,21.8386
PJ62,06/13/2024 15:53:15.017,34273.5051,32457.7941,-87.8082,132.7304,2.9994,227.8435,93.1927,7.7174,21.8344
PJ62,06/13/2024 15:53:15.517,34267.1468,32451.4361,-87.8310,132.6785,2.9994,227.8447,93.1927,7.7159,21.8301
PJ62,06/13/2024 15:53:16.017,34260.7940,32445.0835,-87.8538,132.6254,2.9994,227.8459,93.1927,7.7144,21.8258
PJ62,06/13/2024 15:53:16.517,34254.4467,32438.7364,-87.8766,132.5711,2.9994,227.8471,93.1927,7.7129,21.8215
PJ62,06/13/2024 15:53:17.017,34248.1048,32432.3948,-87.8994,132.5156,2.9994,227.8482,93.1927,7.7114,21.8173
PJ62,06/13/2024 15:53:17.517,34241.7684,32426.0586,-87.9222,132.4589,2.9994,227.8494,93.1927,7.7098,21.8130
PJ62,06/13/2024 15:53:18.017,34235.4374,32419.7279,-87.9451,132.4008,2.9994,227.8506,93.1927,7.7083,21.8088
PJ62,06/13/2024 15:53:18.517,34229.1120,32413.4027,-87.9679,132.3414,2.9994,227.8518,93.1928,7.7068,21.8045
PJ62,06/13/2024 15:53:19.017,34222.7920,32407.0830,-87.9908,132.2806,2.9994,227.8529,93.1928,7.7053,21.8002
PJ62,06/13/2024 15:53:19.517,34216.4775,32400.7687,-88.0136,132.2183,2.9994,227.8541,93.1928,7.7038,21.7960
PJ62,06/13/2024 15:53:20.017,34210.1684,32394.4599,-88.0365,132.1546,2.9994,227.8553,93.1928,7.7023,21.7918
PJ62,06/13/2024 15:53:20.517,34203.8649,32388.1566,-88.0594,132.0892,2.9994,227.8565,93.1928,7.7008,21.7875
PJ62,06/13/2024 15:53:21.017,34197.5668,32381.8587,-88.0822,132.0223,2.9994,227.8577,93.1928,7.6993,21.7833
PJ62,06/13/2024 15:53:21.517,34191.2743,32375.5664,-88.1051,131.9537,2.9994,227.8588,93.1928,7.6978,21.7790
PJ62,06/13/2024 15:53:22.017,34184.9872,32369.2795,-88.1280,131.8834,2.9994,227.8600,93.1928,7.6963,21.7748
PJ62,06/13/2024 15:53:22.517,34178.7056,32362.9982,-88.1509,131.8112,2.9994,227.8612,93.1928,7.6949,21.7706
PJ62,06/13/2024 15:53:23.017,34172.4296,32356.7223,-88.1738,131.7372,2.9994,227.8624,93.1929,7.6934,21.7664
PJ62,06/13/2024 15:53:23.517,34166.1590,32350.4520,-88.1967,131.6613,2.9994,227.8635,93.1929,7.6919,21.7621
PJ62,06/13/2024 15:53:24.017,34159.8939,32344.1871,-88.2196,131.5834,2.9994,227.8647,93.1929,7.6904,21.7579
PJ62,06/13/2024 15:53:24.517,34153.6344,32337.9278,-88.2425,131.5033,2.9994,227.8659,93.1929,7.6889,21.7537
PJ62,06/13/2024 15:53:25.017,34147.3803,32331.6739,-88.2654,131.4211,2.9994,227.8671,93.1929,7.6874,21.7495
PJ62,06/13/2024 15:53:25.517,34141.1318,32325.4256,-88.2883,131.3367,2.9994,227.8683,93.1929,7.6859,21.7453
PJ62,06/13/2024 15:53:26.017,34134.8888,32319.1828,-88.3113,131.2498,2.9994,227.8694,93.1929,7.6844,21.7411
PJ62,06/13/2024 15:53:26.517,34128.6513,32312.9455,-88.3342,131.1605,2.9994,227.8706,93.1929,7.6830,21.7369
PJ62,06/13/2024 15:53:27.017,34122.4194,32306.7138,-88.3571,131.0687,2.9994,227.8718,93.1929,7.6815,21.7327
PJ62,06/13/2024 15:53:27.517,34116.1929,32300.4875,-88.3801,130.9742,2.9994,227.8730,93.1929,7.6800,21.7285
PJ62,06/13/2024 15:53:28.017,34109.9721,32294.2668,-88.4030,130.8769,2.9994,227.8741,93.1929,7.6785,21.7244
PJ62,06/13/2024 15:53:28.517,34103.7567,32288.0516,-88.4259,130.7767,2.9994,227.8753,93.1929,7.6770,21.7202
PJ62,06/13/2024 15:53:29.017,34097.5469,32281.8420,-88.4489,130.6735,2.9994,227.8765,93.1929,7.6756,21.7160
PJ62,06/13/2024 15:53:29.517,34091.3426,32275.6379,-88.4718,130.5670,2.9994,227.8777,93.1929,7.6741,21.7118
PJ62,06/13/2024 15:53:30.017,34085.1438,32269.4393,-88.4948,130.4573,2.9994,227.8789,93.1929,7.6726,21.7077
PJ62,06/13/2024 15:53:30.517,34078.9506,32263.2463,-88.5177,130.3441,2.9994,227.8800,93.1929,7.6711,21.7035
PJ62,06/13/2024 15:53:31.017,34072.7630,32257.0588,-88.5407,130.2273,2.9994,227.8812,93.1929,7.6697,21.6993
PJ62,06/13/2024 15:53:31.517,34066.5809,32250.8769,-88.5637,130.1066,2.9994,227.8824,93.1929,7.6682,21.6952
PJ62,06/13/2024 15:53:32.017,34060.4043,32244.7005,-88.5866,129.9819,2.9994,227.8836,93.1929,7.6667,21.6910
PJ62,06/13/2024 15:53:32.517,34054.2334,32238.5297,-88.6096,129.8531,2.9994,227.8847,93.1929,7.6653,21.6869
PJ62,06/13/2024 15:53:33.017,34048.0679,32232.3644,-88.6325,129.7198,2.9994,227.8859,93.1929,7.6638,21.6827
PJ62,06/13/2024 15:53:33.517,34041.9081,32226.2047,-88.6555,129.5818,2.9994,227.8871,93.1929,7.6623,21.6786
